Geneid	SRR1552454	SRR1552452	SRR1552450	SRR1552448	SRR1552446	SRR1552444
11839	0	0	1	1	3	224
11840	126	133	134	106	208	213
11841	35	49	31	13	35	26
11842	51	74	77	55	104	102
11843	141	178	208	106	182	170
11844	27	20	34	12	20	40
118445	31	41	61	6	19	31
118446	0	0	0	0	0	0
118449	305	72	45	1	1	1
11845	120	174	142	48	145	121
118451	5	1	2	6	3	7
118452	0	0	0	0	0	0
118453	0	0	0	2	0	0
118454	0	0	0	0	0	0
11846	1	0	2	2	0	46
11847	1	3	2	13	22	29
11848	106	95	85	46	95	109
11852	165	105	188	36	110	153
11853	60	44	49	12	8	38
11854	10	12	5	3	5	7
11855	156	80	76	16	19	50
11856	9	2	2	1	5	10
11857	4	10	0	1	4	1
11858	2	1	5	2	0	2
11859	0	0	0	0	0	0
11861	11	10	15	18	12	18
11863	33	24	27	17	21	19
11864	0	6	0	0	1	0
11865	17	16	11	8	11	9
11867	38	29	34	60	101	131
11870	0	0	0	0	0	0
11871	0	0	0	0	0	0
11872	0	0	0	0	0	0
11875	0	0	0	0	0	0
11876	2	4	4	0	0	0
11877	15	10	8	1	6	11
11878	0	0	0	0	0	0
11881	19	14	35	7	8	22
11883	15	7	4	6	7	16
11886	34	12	21	45	17	23
11889	1	0	0	0	0	0
11890	0	0	0	0	0	0
11891	58	50	26	1	1	4
11898	1	1	1	13	2	3
11899	0	0	0	0	0	0
11905	0	0	0	0	0	0
11906	5	4	13	6	11	19
11907	16	10	10	7	12	12
11908	18	20	34	7	23	20
11909	26	29	44	14	16	32
11910	859	242	1022	173	246	873
11911	183	213	215	53	122	180
11920	13	5	19	5	5	28
11921	0	0	0	0	0	0
11922	0	0	0	0	0	0
11923	0	0	0	0	0	0
11924	0	1	0	0	0	0
11925	0	0	0	0	0	0
11927	13	21	13	9	20	34
11928	1034	763	846	221	316	545
11931	3	4	4	14	65	98
11932	2	3	9	0	0	0
11933	59	105	123	15	37	57
11936	0	1	0	25	7	10
11937	1	0	0	0	0	1
11938	915	657	458	72	109	217
11941	1	0	0	126	0	0
11944	0	0	0	0	0	0
11945	0	0	0	0	0	0
11946	209	338	296	227	336	296
11947	314	560	385	368	439	456
11949	62	61	40	62	80	85
11950	42	60	48	70	81	69
11951	9	23	15	32	31	32
11957	28	22	37	24	32	60
11958	10	16	12	19	13	13
11964	58	56	43	56	57	61
11966	10	10	8	9	46	35
11972	24	26	20	23	43	14
11973	20	21	25	36	48	55
11974	20	9	12	25	21	35
11975	15	10	11	28	24	13
11977	12	16	13	2	12	19
11979	0	2	0	11	18	3
11980	5	1	14	2	4	16
11981	28	21	34	10	10	57
11982	7	5	8	0	1	2
11983	48	30	42	6	25	65
11984	12	13	17	11	21	14
11987	65	97	34	17	62	30
11988	23	26	18	19	7	160
11989	0	1	0	0	0	1
11990	20	27	29	16	17	23
11991	50	64	68	19	38	49
11992	4	4	3	3	3	5
11993	23	30	35	43	51	43
11994	0	0	0	0	0	0
11997	0	0	0	0	0	0
11998	0	0	0	0	0	0
12000	0	0	0	0	0	0
12005	25	50	47	12	41	33
12006	0	1	15	0	3	1
12007	0	0	0	0	0	0
12009	4	2	4	4	5	5
12010	261	283	199	302	545	424
12012	0	0	0	0	0	0
12013	80	111	81	17	86	61
12014	6	3	12	0	2	7
12015	13	5	8	3	7	8
12017	17	23	27	37	47	48
12018	10	16	11	8	29	12
12020	0	0	0	0	0	0
12021	0	4	3	1	0	1
12022	0	0	0	0	0	0
12023	5	0	5	4	18	22
12028	7	13	14	5	22	21
12029	2	2	1	0	0	1
12032	0	0	0	0	0	0
12033	7	19	7	3	4	5
12034	15	28	40	26	65	64
12035	0	1	2	0	0	0
12036	6	13	4	15	23	17
12038	0	0	0	0	1	1
12039	16	14	12	23	33	15
12040	9	8	7	8	10	9
12041	19	12	18	20	11	10
12042	36	37	45	18	72	51
12043	10	11	15	0	3	24
12044	0	0	0	0	0	0
12045	0	0	0	1	1	1
12046	0	0	0	0	0	0
12047	0	0	0	0	0	0
12048	18	27	21	13	93	48
12049	0	0	0	0	0	0
12050	25	24	17	40	12	28
12051	29	23	129	29	41	104
12053	13	11	11	3	11	6
12054	14	12	12	6	7	12
12055	12	14	22	0	1	10
12057	0	0	1	0	0	0
12061	0	0	0	0	0	0
12062	0	2	0	0	0	0
12064	54	29	43	0	0	6
12068	7	5	5	16	8	7
12069	0	0	1	0	0	0
12070	23	30	19	9	22	35
12075	0	0	0	0	0	0
12091	4	2	7	13	19	16
12095	3	1	1	4	14	21
12096	0	0	0	0	0	0
12097	0	0	0	0	0	0
121021	13	11	4	0	0	0
121022	29	22	20	18	17	21
12111	199	114	101	1	4	2
12116	0	0	0	0	0	0
12121	1	1	4	0	2	2
12122	3	2	2	4	3	10
12123	0	0	0	0	0	0
12124	0	0	0	0	7	6
12125	65	42	80	3	13	40
12140	0	1	0	0	0	0
12142	26	71	42	2	0	2
12143	0	0	0	0	0	0
12144	0	0	1	4	5	7
12145	0	1	0	0	0	0
12151	5	6	9	6	20	29
12153	87	72	117	4	10	40
12154	0	0	0	0	0	0
12155	0	0	0	0	0	0
12156	0	0	5	0	0	3
12159	0	1	1	0	0	0
12160	0	0	1	0	0	0
12161	0	0	1	0	0	0
12162	11	39	56	0	1	0
12163	0	0	2	0	0	0
12164	0	1	0	0	0	0
12165	0	1	0	0	0	0
12166	85	66	57	20	29	53
12167	2	5	2	1	2	10
12168	20	28	33	1	9	9
12169	0	0	1	0	0	0
12173	2	13	16	0	0	4
12175	54	39	39	6	21	30
12176	7	6	6	4	5	3
12177	17	17	19	6	25	26
12180	0	0	0	0	0	0
12181	13	24	20	28	36	28
12182	2	1	1	0	0	0
12183	9	9	9	1	6	7
12189	0	1	5	10	6	15
12190	0	5	5	1	3	10
12192	956	744	916	47	105	119
12193	244	396	399	91	419	303
12209	0	0	0	0	0	0
12211	81	43	74	40	42	68
12212	6	2	2	0	0	3
12215	63	72	87	67	99	208
12217	0	0	0	0	0	1
12223	0	0	0	0	1	3
12224	49	70	40	13	53	32
12226	56	72	129	46	85	119
12227	383	291	721	105	104	376
12228	16	17	18	22	19	12
12229	0	0	0	0	0	0
12231	9	21	6	1072	488	187
12234	10	6	8	1	5	8
12235	0	1	3	5	4	2
12236	0	3	7	4	7	8
12237	8	13	16	10	9	26
12238	10	6	12	8	15	15
12257	6	10	20	10	8	32
12258	8	4	14	1	1	6
12259	0	1	0	0	1	0
12260	0	1	0	0	0	0
12261	6	26	30	13	30	39
12262	0	0	1	0	0	1
12263	0	0	1	3	1	3
12265	0	1	0	0	1	0
12266	12	206	148	79	945	431
12267	0	0	0	0	0	0
12268	3	20	84	5	0	24
12269	0	0	0	0	0	0
12270	0	0	0	0	0	0
12273	0	0	0	0	0	0
12274	0	0	0	0	0	0
12279	0	0	0	1	0	1
12282	30	74	102	38	71	96
12283	40	49	33	29	82	69
12286	3	1	2	0	0	0
12287	0	0	0	0	0	0
12288	48	33	32	1	3	1
12289	30	27	19	0	4	0
12290	0	0	0	0	0	0
12291	15	16	35	0	0	0
12292	0	0	0	0	0	0
12293	118	79	98	0	0	0
12294	0	0	0	0	0	0
12295	13	11	10	2	2	2
12296	0	1	1	0	0	0
12297	50	20	8	2	16	16
12298	51	31	9	0	0	0
12299	0	0	0	0	0	0
12300	0	0	0	0	0	0
12301	12	30	20	8	16	14
12304	31	34	65	21	46	38
12305	83	94	111	36	36	71
12306	293	96	149	5	34	313
12307	0	0	0	0	0	0
12308	0	0	0	0	0	0
12309	0	0	0	0	0	1
12310	0	0	0	5	30	10
12311	0	0	0	0	0	0
12313	194	127	194	49	86	87
12314	381	456	354	55	144	187
12315	71	59	42	14	25	53
12316	1	3	1	4	2	4
12317	145	229	324	144	228	222
12319	0	1	9	10	4	8
12321	231	286	312	111	146	140
12322	0	0	0	0	2	2
12323	0	1	2	0	0	0
12325	57	44	23	6	12	13
12326	13	12	13	0	0	1
12328	13	13	10	5	10	15
12330	129	155	148	83	127	138
12331	220	165	97	44	96	87
12332	4	5	18	18	24	47
12333	30	16	19	1	11	21
12334	87	49	42	10	14	35
12335	0	0	0	0	0	0
12336	218	274	204	36	87	176
12337	3	1	3	11	15	28
12338	33	29	11	0	1	0
12339	25	27	37	13	13	25
12340	4	7	5	7	8	9
12343	37	37	24	13	21	40
12344	0	0	0	0	0	0
12345	148	109	89	35	45	40
12346	0	0	0	0	0	0
12348	1	1	1	0	1	0
12349	1	5	0	45	117	23
12350	0	0	0	0	0	0
12351	1	0	1	32	0	0
12352	0	0	0	0	0	0
12353	0	0	0	3	1	0
12354	0	0	1	0	0	1
12355	0	0	0	0	0	0
12359	31	34	12	11	25	24
12361	16	11	14	5	24	24
12362	11	12	7	3	3	5
12363	34	32	17	4	18	16
12364	34	22	21	0	7	6
12365	0	0	0	0	0	0
12366	10	7	3	7	8	13
12367	3	17	21	12	17	13
12368	3	1	6	5	3	7
12369	5	4	5	8	7	16
12370	10	3	9	8	8	14
12371	5	1	2	3	2	3
12372	2	0	0	0	0	0
12373	90	26	7	0	0	0
12374	0	0	0	0	0	0
12380	36	34	26	10	23	30
12385	260	279	225	22	124	141
12386	0	0	0	0	0	0
12387	328	393	470	103	212	298
12388	108	61	104	42	114	139
12389	1024	478	161	5	2	43
12390	93	54	51	78	16	39
12391	1	0	0	0	0	0
12393	7	2	12	0	1	3
12394	247	308	324	13	57	90
12395	0	0	0	0	0	1
12396	11	10	15	7	6	10
12398	0	0	1	1	0	1
12399	0	0	0	0	0	1
12400	14	27	29	7	25	37
12401	0	0	0	0	0	0
12402	12	16	17	4	8	16
12404	0	0	0	0	0	0
12405	0	0	0	0	0	0
12406	197	250	202	3	19	23
12408	14	10	8	9	12	10
12409	100	101	30	3	31	55
12411	3	3	1	0	0	7
12412	12	11	7	3	10	12
12416	0	0	3	1	3	2
12417	5	11	11	1	3	8
12418	16	27	50	6	7	12
12419	9	11	19	21	17	14
12421	41	21	20	10	21	13
12424	1	0	0	12	5	8
12425	0	0	0	0	0	0
12426	0	0	0	0	0	0
12427	0	0	0	0	0	0
12428	0	3	4	10	7	0
12442	1	4	3	5	3	6
12443	44	102	59	38	71	169
12444	63	41	38	0	0	0
12445	18	12	15	4	15	22
12447	5	6	12	3	6	3
12448	1	2	4	0	0	4
12449	0	4	3	2	4	2
12450	26	28	18	26	27	21
12452	23	14	31	5	7	12
12453	115	117	86	29	62	90
12454	11	13	19	10	14	16
12455	12	6	13	5	8	10
12457	101	118	135	19	97	94
12458	0	0	0	0	0	0
12460	6	3	3	2	9	10
12461	59	87	82	29	93	92
12462	74	115	105	21	94	117
12464	90	114	102	30	82	111
12465	70	164	119	45	142	147
12466	44	64	75	23	33	50
12467	0	1	0	0	0	0
12468	64	108	122	54	87	110
12469	59	95	94	26	74	83
12475	4	13	8	127	160	215
12476	111	66	112	18	41	63
12477	0	0	1	0	0	0
12478	0	0	0	0	0	0
12479	1	2	3	7	18	7
12480	0	0	1	0	0	0
12481	0	0	0	0	0	0
12482	0	0	0	0	0	0
12483	0	0	0	0	0	0
12484	214	166	149	206	387	246
12487	0	0	0	0	0	0
12488	47	34	42	45	57	51
12489	0	0	0	0	0	1
12490	6	6	6	1	1	2
12491	33	25	35	464	225	8
12492	34	30	47	12	15	27
12493	0	0	0	0	0	0
12494	0	2	3	0	0	0
12495	161	113	52	2	3	15
12496	7	3	1	3	8	5
12497	2	0	1	7	14	6
12499	2	8	5	5	13	6
12500	0	0	0	0	0	0
12501	0	0	0	0	0	0
12502	0	0	0	0	1	0
12503	0	0	0	0	0	0
12504	0	0	1	0	0	0
12505	149	151	91	0	1	85
12506	0	0	0	0	0	0
12507	0	0	0	0	0	0
12508	0	0	0	0	0	0
12509	42	12	10	7	15	10
12511	0	0	0	0	0	0
12512	167	174	138	31	59	144
12514	4	1	3	0	5	2
12515	0	0	0	0	0	0
12516	0	0	0	0	0	0
12517	0	1	2	0	0	1
12518	0	0	2	0	0	3
12519	0	1	0	0	0	0
12520	53	45	63	64	86	93
12521	4	6	6	80	144	137
12522	0	0	1	0	0	0
12523	0	0	0	0	0	0
12524	0	0	0	0	0	0
12525	0	0	0	0	0	0
12526	0	0	0	0	0	0
12527	368	312	261	92	148	384
12530	2	4	7	8	12	6
12531	4	2	5	3	3	2
12532	0	0	1	4	0	1
12534	0	2	3	11	9	13
12537	18	24	35	13	27	37
12539	55	57	66	29	85	93
12540	135	156	106	56	125	153
12544	2	3	5	6	7	3
12545	3	10	7	5	8	6
12549	9	4	10	0	1	4
12550	38	111	93	33	229	254
12552	5	2	3	0	0	0
12554	112	102	25	1	0	5
12555	0	2	0	0	0	1
12556	0	0	0	0	0	0
12557	1	0	1	0	0	0
12558	29	9	5	0	1	0
12560	209	155	137	1	0	2
12561	0	0	0	0	0	1
12562	12	11	23	0	3	7
12563	1	5	0	0	0	0
12564	0	0	0	0	0	0
12565	0	0	0	0	0	0
12566	11	21	16	10	7	17
12567	27	47	63	11	55	85
12568	10	11	14	5	11	13
12569	1	3	5	0	0	1
12570	0	0	0	0	0	0
12571	0	0	4	2	1	6
12572	7	11	8	7	7	7
12575	285	182	214	36	49	98
12576	29	28	19	2	17	13
12577	8	18	6	0	2	0
12578	0	0	0	0	0	0
12579	0	0	0	0	0	1
12580	2	0	2	0	1	2
12581	11	5	6	1	1	4
12583	0	0	3	1	3	39
12585	21	23	40	0	2	13
12587	4	9	9	0	1	3
12589	18	18	18	1	2	3
12590	0	0	0	0	0	0
12591	0	0	0	0	0	0
12592	0	0	0	0	0	0
12593	12	7	14	5	9	7
12606	29	26	59	12	36	27
12607	9	21	31	4	9	28
12608	136	253	374	110	183	196
12609	180	140	161	115	80	96
12611	18	15	20	18	30	38
12613	4	11	1	596	199	34
12614	15	5	30	2	3	10
12615	0	1	2	2	3	2
12616	35	23	31	30	45	41
12617	6	6	5	2	1	4
12622	0	0	0	1	0	0
12623	0	0	0	0	0	0
12626	18	27	19	10	9	19
12627	0	0	0	0	0	0
12628	2	0	2	0	0	0
12630	0	0	0	0	0	0
12631	359	402	349	82	164	240
12632	66	50	28	9	30	18
12633	49	45	20	14	24	24
12638	1	1	0	0	0	0
12640	0	0	0	0	0	0
12642	2	0	0	1	0	2
12643	0	0	0	0	0	0
12647	0	0	0	0	0	0
12648	56	89	96	11	44	72
12649	1	5	4	2	4	10
12651	0	0	0	0	0	0
12652	0	0	0	0	0	0
12653	0	0	0	0	0	0
12654	21	65	180	2	0	53
12655	0	0	0	0	0	0
12659	0	0	1	2	5	0
12660	251	159	192	220	588	203
12661	0	0	1	0	0	4
12662	14	15	8	5	8	9
12663	11	5	15	3	6	16
12667	2	1	0	0	1	0
12669	2	2	0	0	0	2
12671	1	0	3	0	0	2
12672	0	1	1	0	0	0
12675	35	19	25	23	26	34
12677	0	0	0	0	0	0
12683	2	0	0	250	16	2
12684	0	0	0	0	0	0
12686	0	0	1	0	0	0
12695	49	49	65	12	27	50
12696	14	25	33	2	11	24
12700	67	63	91	47	36	59
12702	783	495	882	54	55	121
12703	17	14	21	0	0	4
12704	0	1	1	0	2	1
12705	1	0	2	27	0	111
12709	263	298	27	1	0	0
12715	0	0	0	0	0	0
12716	15	18	8	7	9	14
12721	0	0	0	0	0	0
12722	32	54	75	0	1	16
12723	0	0	0	0	0	0
12724	9	14	13	0	2	4
12725	1	5	5	37	38	29
12727	35	34	30	13	31	32
12728	0	1	2	6	3	3
12729	12	9	21	7	14	10
12733	0	0	0	0	0	0
12737	0	3	2	7	61	55
12738	0	0	0	0	0	2
12739	1	0	6	18	123	121
12740	0	58	26	106	1021	886
12741	1	8	6	0	1	4
12745	0	0	0	0	0	0
12747	82	64	139	29	46	125
12748	9	17	18	4	13	25
12750	28	34	40	14	30	33
12751	43	28	31	12	26	36
12752	3	3	6	8	15	5
12753	65	58	39	9	15	21
12757	32	39	39	55	150	64
12759	65	54	29	323	664	593
12763	0	1	7	0	0	0
12764	2	5	1	11	15	19
12765	0	0	0	0	0	0
12766	0	0	0	0	0	0
12767	1	2	13	0	2	17
12768	0	0	0	1	0	0
12769	0	0	0	0	0	0
12770	0	0	0	0	0	0
12771	0	0	0	0	0	0
12772	0	0	0	0	0	0
12773	0	0	0	0	0	0
12774	0	0	0	0	0	0
12775	0	0	0	0	0	0
12776	0	0	0	0	0	0
12777	0	0	0	1	0	0
12778	234	140	72	14	1	5
12780	0	0	0	0	0	0
12785	116	153	155	69	134	193
12788	0	0	0	0	0	0
12789	0	0	0	0	0	0
12790	0	0	0	0	0	0
12793	17	17	15	13	16	16
12794	0	0	3	1	0	0
12795	47	45	156	43	72	150
12796	0	0	0	0	0	0
12797	1214	774	417	1	1	1
12798	119	86	83	1	2	8
12799	72	66	40	8	12	10
12801	6	7	2	0	0	0
12802	0	0	0	0	0	0
12803	0	0	1	0	0	0
12804	9	14	19	0	0	10
12805	0	0	3	1	0	0
12807	7	5	10	3	3	2
12808	4	6	2	8	9	23
12810	0	0	2	0	0	0
12812	4	1	1	0	1	0
12813	1	0	0	0	0	0
12814	53	76	23	0	1	20
12815	6	17	9	3	10	4
12816	86	44	80	0	1	2
12817	1	0	0	0	0	0
12818	170	242	373	0	1	2
12819	14	7	11	2	0	1
12821	635	265	425	4	4	0
12822	240	161	165	1	0	1
12823	0	0	0	0	0	0
12824	0	2	0	0	0	0
12825	33	51	23	15	9	17
12826	1141	1808	684	5	14	34
12827	781	1244	500	3	7	20
12828	4	2	0	0	0	0
12829	3	4	3	0	0	0
12830	388	239	167	10	12	46
12831	49	39	46	0	0	0
12832	113	24	87	0	4	1
12833	178	28	86	0	2	3
12834	122	19	56	0	3	2
12835	25	11	9	8	5	36
12836	283	403	263	1	4	3
12837	0	1	2	5	2	40
12839	4	29	4	74	58	14
12840	115	148	127	0	9	7
12841	59	93	62	1	6	18
12842	19	21	24	5	5	4
12843	17	24	16	7	6	3
12845	0	0	0	0	0	0
12846	49	37	34	12	41	21
12847	94	70	92	71	112	102
12848	60	49	46	20	48	53
12850	4	6	4	4	6	5
12854	0	0	0	0	0	0
12856	2	6	5	4	10	10
12857	78	95	71	109	165	137
12858	17	41	14	42	48	50
12859	17	11	14	15	22	29
12861	46	77	45	74	91	61
12862	0	0	0	0	0	0
12864	36	51	39	15	40	53
12865	0	1	1	0	1	1
12866	1	2	0	0	0	0
12867	9	20	10	20	31	34
12868	39	56	39	63	61	64
12869	1	0	0	0	0	0
12870	90	142	116	143	280	224
12873	0	0	0	0	0	0
12874	42	59	88	20	52	37
12876	7	1	8	3	2	43
12877	1	1	4	0	0	1
12879	0	0	2	0	0	0
12889	0	0	0	0	0	0
12890	3	1	6	1	3	8
12891	0	0	0	0	0	0
12892	5	9	8	14	11	9
12894	9	22	12	3	11	40
12895	0	0	0	0	0	0
12896	0	2	0	7	0	6
12902	0	0	0	0	1	0
12903	0	0	0	0	0	0
12904	10	11	11	10	25	16
12905	1	1	3	2	3	1
12908	7	6	6	8	21	8
12909	3	2	6	4	7	11
12912	17	10	13	4	10	21
12913	8	9	14	10	21	21
12914	50	46	58	12	38	29
12915	29	27	34	10	31	31
12916	7	9	21	10	12	32
12918	0	0	0	0	0	0
12919	0	0	0	0	0	0
12921	0	0	0	1	0	0
12922	0	0	0	0	0	0
12925	9	6	13	0	1	76
12927	50	132	51	14	69	51
12928	106	106	75	41	76	92
12929	28	18	24	14	25	24
12931	13	17	7	0	0	0
12933	0	0	0	0	0	0
12934	6	5	11	0	1	3
12936	0	0	0	0	0	0
12937	0	0	0	0	0	0
12939	0	0	1	0	0	0
12941	0	0	0	0	0	0
12942	0	0	0	0	0	0
12943	0	0	0	0	0	0
12944	0	0	0	0	0	0
12945	0	0	0	0	0	6
12946	9	17	7	8	16	20
12950	0	0	0	0	0	0
12951	0	0	0	0	0	0
12952	13	17	13	2	24	21
12953	3	5	10	3	8	30
12954	0	0	0	0	0	2
12955	18	33	12	0	4	16
12957	0	0	0	0	0	0
12958	0	0	0	0	0	0
12959	0	0	0	0	0	1
12960	0	0	0	0	0	0
12961	0	0	0	0	0	0
12962	1	1	3	0	0	1
12964	0	0	0	0	0	0
12965	0	0	0	0	0	0
12966	0	0	0	0	0	0
12967	0	0	0	0	0	0
12968	0	0	0	0	0	0
12969	0	0	0	0	0	0
12970	0	0	0	0	0	0
12971	0	0	1	1	0	27
12972	4	1	4	1	2	5
12974	95	84	76	138	141	97
12977	50	335	108	3	131	44
12978	0	1	0	0	2	0
12981	0	0	0	0	0	0
12982	4	2	5	1	4	6
12983	4	7	14	0	0	2
12984	1	5	28	0	2	2
12985	17	53	29	59	127	234
12986	0	0	0	0	0	0
12988	9	5	6	6	4	11
12990	359	491	13	34714	13078	583
12991	382	587	2	39289	16232	243
12992	21	0	0	1548	6	2
12993	477	795	4	46658	21007	207
12994	174	156	15	11577	4025	825
12995	17	19	18	10	33	24
13000	16	22	16	1	22	27
13001	29	34	33	18	27	36
13002	27	43	56	24	34	37
13003	43	79	100	0	1	0
13004	0	0	0	0	0	0
13006	23	36	39	8	39	40
13007	1522	947	612	13	55	119
13008	3	4	3	3	2	1
13009	0	0	0	0	0	0
13010	17	18	36	58	13	126
13011	0	0	0	0	0	0
13012	0	0	0	0	0	0
13013	0	0	0	0	0	0
13014	35	65	43	16	100	95
13016	47	70	66	25	48	67
13017	34	51	50	10	20	28
13018	23	24	33	16	19	31
13019	8	5	4	1	0	2
13024	3	4	1	1	1	2
13025	0	0	1	1	1	0
13026	22	30	28	10	23	21
13030	251	159	229	192	251	233
13032	6	12	15	40	6	23
13033	103	134	115	379	243	326
13034	0	0	0	2	4	1
13035	0	0	0	0	0	0
13036	2	5	1	19	56	63
13038	0	2	0	0	0	0
13039	486	500	498	87	157	100
13040	0	1	0	0	0	0
13041	0	0	0	0	0	0
13043	117	141	124	26	82	127
13046	79	80	63	29	60	70
13047	10	12	11	4	18	21
13048	0	0	0	0	0	0
13051	0	0	0	0	0	0
13052	75	170	146	13	106	178
13056	10	9	24	12	36	27
13057	4	10	10	5	51	14
13058	0	0	5	0	0	0
13063	13	13	24	23	30	30
13067	0	0	0	0	0	0
13070	0	0	0	0	0	0
13072	0	0	0	0	0	0
13074	0	0	0	0	0	0
13075	0	0	0	0	0	0
13076	1	1	0	0	0	0
13077	0	0	0	0	0	0
13078	27	52	64	0	26	10
13079	0	0	0	0	0	0
13081	0	1	0	1	1	7
13082	0	0	0	0	0	0
13085	0	0	0	0	0	0
13086	0	0	0	0	0	0
13087	0	0	0	0	0	0
13088	0	0	0	0	0	0
13089	0	0	0	0	0	0
13090	0	0	0	0	1	0
13094	0	0	0	0	0	0
13095	0	0	0	0	0	0
13096	0	0	0	0	0	0
13097	0	0	0	0	0	0
13098	0	0	0	0	0	0
13099	0	0	0	0	0	0
13101	0	0	0	0	1	0
13105	0	0	0	0	0	0
13106	0	0	0	0	0	0
13107	0	1	0	3	3	0
13108	0	0	0	0	0	0
13109	0	0	0	0	0	0
13110	7	5	12	1	6	0
13112	0	0	0	0	0	0
13113	0	0	1	0	0	0
13114	0	0	0	0	0	0
13115	0	1	0	0	0	2
13116	2	6	5	1	2	0
13117	0	0	0	0	0	0
13118	0	0	0	0	0	0
13119	0	0	0	0	0	0
13120	3	2	8	0	0	2
13121	109	68	59	28	28	25
13122	0	0	0	0	0	0
13123	6	9	2	1	0	1
13124	0	0	0	0	0	0
13131	0	0	0	0	0	0
13132	15	20	13	266	130	11
13134	1	8	1	1	0	2
13135	19	26	36	49	40	37
13136	0	4	4	14	18	34
13137	0	0	0	0	0	0
13138	206	241	264	28	99	123
13139	31	14	13	12	26	19
13142	0	0	0	0	0	0
13143	4	0	11	1	0	4
13144	11	6	5	5	14	8
13162	1	0	1	0	0	0
13163	4	9	12	3	14	7
13164	0	0	0	0	0	0
13166	0	0	0	0	0	0
13167	76	58	21	95	191	89
13168	0	0	0	0	0	0
13169	14	5	15	9	22	20
13170	0	1	0	2	0	3
13171	7	12	10	25	16	8
13172	0	0	0	0	0	0
13175	12	12	24	1	10	43
13176	0	0	0	0	0	0
13177	7	7	9	7	13	21
13178	2	10	3	8	3	5
13179	149	181	27	4	0	158
13180	3	5	2	1	1	3
13184	0	0	0	0	0	0
13185	10	11	8	7	4	5
13190	0	0	0	0	0	0
13191	55	30	44	20	35	36
13193	0	0	0	1	0	0
13194	131	154	165	78	178	201
13195	0	0	0	0	0	0
13196	25	26	21	8	9	6
13197	32	35	17	3	15	31
13198	10	8	19	6	4	5
13199	0	0	0	0	0	0
13200	60	66	79	57	77	91
13202	3	6	1	6	8	9
13204	85	114	126	31	82	103
13205	1018	978	1093	200	468	532
13206	0	0	0	0	0	0
13207	1162	1003	1286	247	584	900
13209	73	91	104	59	104	122
13211	109	147	160	41	107	139
13214	4	4	0	3	3	13
13215	0	0	0	0	0	0
13218	0	0	0	0	0	0
13226	0	0	0	0	0	0
13236	0	0	0	0	0	0
13237	0	0	0	0	0	0
13239	0	0	0	0	0	0
13244	59	61	46	18	25	19
13340	1	3	6	0	4	3
13345	1	0	1	0	0	0
13346	2	2	5	0	1	1
13347	1	2	2	4	9	2
13349	0	4	22	0	1	3
13350	8	9	13	13	10	6
13353	18	5	6	8	8	7
13356	35	26	24	25	48	37
13358	13	12	8	167	23	15
13360	5	6	4	15	12	8
13361	3	3	8	1	7	7
13363	0	0	0	0	0	0
13367	41	43	21	17	47	54
13368	1	3	2	1	5	1
13370	0	0	0	0	0	0
13371	0	0	0	2	0	0
13380	0	0	0	0	0	0
13382	23	39	33	49	44	41
13383	37	34	53	39	43	98
13384	0	0	1	0	0	0
13385	17	11	14	0	0	4
13386	0	3	1	0	0	0
13388	401	340	261	0	1	2
13389	0	0	0	0	0	0
13390	0	0	0	0	0	0
13392	0	0	0	0	0	0
13393	1	0	1	0	0	0
13394	1	0	0	0	0	1
13395	0	0	0	0	0	0
13396	0	0	0	0	0	0
13397	0	0	0	0	0	0
13400	181	62	16	1	3	9
13401	9	17	20	1	6	22
13404	0	0	0	0	0	0
13405	53	28	12	7	10	8
13406	0	0	0	0	0	0
13409	0	0	0	0	1	0
13411	0	0	0	0	1	1
13417	1	3	0	0	0	0
13418	26	19	16	19	20	25
13419	0	0	4	0	1	2
13421	0	2	0	0	0	0
13423	3	2	1	3	5	5
13424	197	158	238	64	122	152
13426	0	0	0	0	0	0
13427	55	38	27	9	27	35
13429	1	1	2	0	3	8
13430	33	35	28	30	38	46
13433	12	23	51	25	65	86
13434	4	4	3	0	1	1
13435	50	36	29	7	22	22
13436	3	6	7	0	6	6
13437	9	11	15	11	19	23
13445	11	13	25	9	14	16
13446	5	0	5	1	0	3
13447	1	1	2	21	35	7
13448	5	8	9	3	9	3
13449	0	0	0	0	0	0
13476	78	77	64	43	62	47
13478	4	5	8	9	15	12
13479	0	1	0	0	0	0
13480	17	18	14	11	15	21
13481	2	7	11	9	2	6
13482	1	0	0	0	2	0
13483	1	1	0	0	0	2
13486	6	18	16	10	14	17
13487	0	0	0	0	0	0
13488	0	0	0	0	0	0
13489	0	0	0	0	0	0
13490	0	0	0	0	0	0
13491	0	0	0	24	4	0
13492	0	0	0	0	0	0
13494	11	11	13	10	14	25
13495	9	16	11	14	15	14
13496	3	2	7	1	5	3
13497	11	8	17	0	0	0
13498	76	100	67	20	43	50
13505	0	0	0	0	0	0
13506	0	2	6	0	7	13
13507	3	6	4	0	0	2
13508	0	0	0	0	0	4
13510	0	0	0	0	0	0
13511	51	35	46	21	71	82
13512	0	0	1	0	0	0
13516	0	0	0	0	0	0
13518	1046	296	547	63	70	125
13521	15	2	14	3	4	4
13522	1	2	0	0	0	0
13524	0	0	0	0	0	0
13525	0	0	0	0	0	0
13526	0	0	0	0	0	0
13527	50	15	3	0	0	2
13528	16	14	21	11	19	20
13529	0	0	0	0	0	0
13531	0	0	0	0	0	0
